B15003_001E,B15003_001M,B15003_002E,B15003_002M,B15003_003E,B15003_003M,B15003_004E,B15003_004M,B15003_005E,B15003_005M,B15003_006E,B15003_006M,B15003_007E,B15003_007M,B15003_008E,B15003_008M,B15003_009E,B15003_009M,B15003_010E,B15003_010M,B15003_011E,B15003_011M,B15003_012E,B15003_012M,B15003_013E,B15003_013M,B15003_014E,B15003_014M,B15003_015E,B15003_015M,B15003_016E,B15003_016M,B15003_017E,B15003_017M,B15003_018E,B15003_018M,B15003_019E,B15003_019M,B15003_020E,B15003_020M,B15003_021E,B15003_021M,B15003_022E,B15003_022M,B15003_023E,B15003_023M,B15003_024E,B15003_024M,B15003_025E,B15003_025M,GEO_ID,NAME
2047,255,54,43,0,12,0,12,0,12,0,12,0,12,59,85,0,12,52,52,0,12,0,12,18,23,90,59,44,43,67,47,512,158,252,109,105,66,339,118,108,57,269,107,58,41,20,24,0,12,1400000US08005005551,"Census Tract 55.51, Arapahoe County, Colorado"
2088,212,86,76,0,12,0,12,0,12,0,12,70,83,0,12,0,12,14,23,0,12,29,30,31,45,23,26,12,19,49,42,595,152,174,102,93,67,243,115,205,100,333,132,131,133,0,12,0,12,1400000US08005005552,"Census Tract 55.52, Arapahoe County, Colorado"
2856,271,39,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,59,0,12,0,12,9,14,80,68,12,20,94,67,794,202,201,102,118,63,544,178,281,127,479,179,118,72,10,17,18,29,1400000US08005005553,"Census Tract 55.53, Arapahoe County, Colorado"
3903,237,0,17,0,17,0,17,0,17,0,17,21,30,0,17,0,17,23,35,10,16,0,17,0,17,24,27,0,17,54,40,560,147,122,72,182,67,684,186,358,113,1178,214,463,124,105,54,119,55,1400000US08005005611,"Census Tract 56.11, Arapahoe County, Colorado"
2351,188,0,12,0,12,0,12,0,12,0,12,0,12,24,34,0,12,0,12,0,12,0,12,0,12,12,20,9,13,0,12,363,117,17,17,94,55,301,137,161,77,794,125,393,98,168,82,15,19,1400000US08005005612,"Census Tract 56.12, Arapahoe County, Colorado"
2389,121,25,28,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,28,21,31,25,29,304,101,52,57,135,57,550,122,146,59,626,118,354,106,54,40,60,47,1400000US08005005614,"Census Tract 56.14, Arapahoe County, Colorado"
3538,161,26,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,29,31,9,19,14,16,0,17,0,17,59,48,81,43,471,117,54,33,153,61,608,160,208,81,1144,156,432,110,203,90,47,30,1400000US08005005619,"Census Tract 56.19, Arapahoe County, Colorado"
2477,194,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,66,8,13,0,12,39,62,11,17,28,27,27,25,583,164,60,40,159,85,320,90,155,76,725,125,242,71,26,24,31,25,1400000US08005005620,"Census Tract 56.20, Arapahoe County, Colorado"
2219,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,0,12,0,12,0,12,0,12,43,54,267,89,25,28,51,34,316,106,102,51,852,183,412,133,86,46,52,31,1400000US08005005621,"Census Tract 56.21, Arapahoe County, Colorado"
1925,161,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,7,7,182,91,5,6,91,52,176,53,113,56,811,101,296,80,186,56,40,23,1400000US08005005622,"Census Tract 56.22, Arapahoe County, Colorado"
3156,169,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,26,11,16,19,21,221,90,31,27,103,47,297,102,152,66,1311,201,801,140,99,55,87,46,1400000US08005005623,"Census Tract 56.23, Arapahoe County, Colorado"
1743,75,0,12,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,4,6,15,18,138,61,48,27,32,20,297,84,123,52,691,109,280,65,70,36,32,23,1400000US08005005624,"Census Tract 56.24, Arapahoe County, Colorado"
2577,166,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,11,18,0,12,10,16,394,142,100,67,158,65,396,112,207,87,701,114,432,113,131,81,30,46,1400000US08005005625,"Census Tract 56.25, Arapahoe County, Colorado"
2699,138,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,28,396,119,51,42,119,64,520,131,185,76,863,174,390,121,79,59,52,36,1400000US08005005626,"Census Tract 56.26, Arapahoe County, Colorado"
3439,147,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,27,75,96,0,12,297,82,12,16,109,59,420,91,189,67,1525,161,602,126,119,58,65,39,1400000US08005005627,"Census Tract 56.27, Arapahoe County, Colorado"
4205,176,53,57,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,27,33,0,17,16,23,0,17,0,17,587,176,93,63,242,113,641,182,289,129,1419,235,659,179,83,60,96,51,1400000US08005005628,"Census Tract 56.28, Arapahoe County, Colorado"
1652,71,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,0,12,6,9,73,31,0,12,29,20,129,45,89,34,745,89,406,63,135,49,34,20,1400000US08005005629,"Census Tract 56.29, Arapahoe County, Colorado"
4161,233,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,37,56,386,162,58,84,171,93,694,178,323,143,1663,253,605,172,154,100,70,62,1400000US08005005630,"Census Tract 56.30, Arapahoe County, Colorado"
2409,130,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,0,12,2,4,0,12,30,26,172,68,24,25,114,60,286,82,206,71,909,138,505,109,62,35,78,46,1400000US08005005631,"Census Tract 56.31, Arapahoe County, Colorado"
2336,110,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,15,4,9,35,34,301,103,12,13,77,39,218,76,108,50,1125,160,414,116,11,13,17,19,1400000US08005005632,"Census Tract 56.32, Arapahoe County, Colorado"
2438,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,21,293,113,50,41,112,68,352,117,148,75,777,117,530,135,99,59,58,34,1400000US08005005633,"Census Tract 56.33, Arapahoe County, Colorado"
2826,192,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,8,9,39,47,0,12,481,156,45,36,138,56,311,76,204,99,1005,165,426,117,94,44,67,43,1400000US08005005634,"Census Tract 56.34, Arapahoe County, Colorado"
3780,214,0,12,0,12,0,12,0,12,0,12,6,14,0,12,0,12,6,14,0,12,0,12,6,13,5,14,7,12,13,17,484,137,26,30,158,64,487,154,223,86,1383,178,727,152,187,90,62,48,1400000US08005005635,"Census Tract 56.35, Arapahoe County, Colorado"
1258,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,24,0,12,18,15,105,45,19,16,472,89,345,72,226,74,29,20,1400000US08005005636,"Census Tract 56.36, Arapahoe County, Colorado"
2483,277,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,54,61,34,13,19,9,15,51,35,295,112,156,87,169,73,356,119,162,90,813,191,212,78,77,52,61,48,1400000US08005005700,"Census Tract 57, Arapahoe County, Colorado"
2185,170,0,12,0,12,0,12,0,12,0,12,18,28,0,12,0,12,0,12,4,9,0,12,0,12,0,12,14,24,28,42,330,137,15,23,163,95,181,79,95,51,806,142,422,124,90,57,19,23,1400000US08005005800,"Census Tract 58, Arapahoe County, Colorado"
3693,337,47,53,0,12,0,12,0,12,0,12,0,12,0,12,4,8,0,12,0,12,4,10,16,22,12,20,87,84,49,54,1018,312,102,78,406,134,365,152,222,124,893,244,320,129,107,74,41,48,1400000US08005005951,"Census Tract 59.51, Arapahoe County, Colorado"
2563,212,44,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,26,38,16,24,268,138,71,63,110,77,273,112,169,68,894,190,413,141,148,61,125,58,1400000US08005005952,"Census Tract 59.52, Arapahoe County, Colorado"
2150,189,13,20,0,12,0,12,0,12,13,18,0,12,0,12,12,20,0,12,20,31,2,4,0,12,53,59,0,12,40,37,473,133,108,71,128,61,299,101,182,81,494,135,263,118,42,50,8,13,1400000US08005006000,"Census Tract 60, Arapahoe County, Colorado"
2554,210,27,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,52,0,12,53,59,11,17,92,70,451,119,111,64,194,91,364,115,280,103,695,175,214,107,19,23,8,14,1400000US08005006100,"Census Tract 61, Arapahoe County, Colorado"
2641,268,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,43,0,12,0,12,17,27,14,18,60,55,35,35,587,151,20,20,145,66,533,268,106,59,782,166,258,96,44,39,8,13,1400000US08005006200,"Census Tract 62, Arapahoe County, Colorado"
2206,175,24,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,25,0,12,22,36,0,12,40,39,46,47,61,38,461,137,55,42,105,55,446,125,111,66,497,137,276,105,33,36,11,16,1400000US08005006300,"Census Tract 63, Arapahoe County, Colorado"
2479,224,14,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,86,5,11,72,54,91,65,26,21,7,20,6,12,600,188,141,73,241,113,266,94,212,101,626,160,108,53,10,13,0,12,1400000US08005006400,"Census Tract 64, Arapahoe County, Colorado"
1716,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,29,0,12,0,12,39,39,318,108,54,43,90,68,302,98,71,41,620,140,104,51,50,48,49,56,1400000US08005006501,"Census Tract 65.01, Arapahoe County, Colorado"
2758,211,27,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,7,11,22,19,8,11,18,20,94,62,395,127,139,77,211,92,515,118,259,97,773,174,214,75,29,22,38,31,1400000US08005006502,"Census Tract 65.02, Arapahoe County, Colorado"
4061,373,263,206,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,27,0,17,6,15,31,42,24,36,76,68,106,109,525,201,98,65,261,140,792,215,504,203,929,249,355,168,34,45,41,46,1400000US08005006601,"Census Tract 66.01, Arapahoe County, Colorado"
2499,147,20,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,29,44,41,1,4,25,26,457,114,130,70,166,74,311,83,226,76,691,131,296,86,62,40,33,30,1400000US08005006603,"Census Tract 66.03, Arapahoe County, Colorado"
3294,220,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,217,197,53,63,97,128,80,69,527,144,290,148,128,82,635,177,279,84,606,131,285,88,47,43,32,30,1400000US08005006604,"Census Tract 66.04, Arapahoe County, Colorado"
3123,134,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,118,68,8,14,54,40,209,71,42,46,1421,197,644,115,552,138,75,49,1400000US08005006704,"Census Tract 67.04, Arapahoe County, Colorado"
1379,82,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,34,0,12,50,51,117,91,51,36,582,109,251,84,247,71,22,19,1400000US08005006705,"Census Tract 67.05, Arapahoe County, Colorado"
3726,185,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,317,112,48,53,182,84,323,104,198,62,1680,196,798,142,128,54,52,36,1400000US08005006706,"Census Tract 67.06, Arapahoe County, Colorado"
3495,170,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,14,14,23,0,17,0,17,9,16,293,90,96,48,244,104,638,157,425,94,976,172,629,146,89,44,73,40,1400000US08005006707,"Census Tract 67.07, Arapahoe County, Colorado"
3602,180,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,17,0,17,0,17,0,17,3,6,0,17,0,17,0,17,276,95,21,23,105,44,412,117,151,71,1516,177,889,138,146,59,73,43,1400000US08005006708,"Census Tract 67.08, Arapahoe County, Colorado"
3796,183,21,34,0,17,0,17,0,17,0,17,0,17,0,17,17,27,0,17,0,17,0,17,0,17,0,17,0,17,8,15,252,98,61,74,89,61,653,168,235,97,1156,179,1031,192,210,90,63,45,1400000US08005006709,"Census Tract 67.09, Arapahoe County, Colorado"
2975,158,11,18,0,12,0,12,0,12,0,12,0,12,11,19,0,12,3,9,0,12,0,12,55,41,9,13,0,12,27,41,224,83,35,29,66,47,262,73,174,64,1247,152,686,143,138,63,27,26,1400000US08005006711,"Census Tract 67.11, Arapahoe County, Colorado"
1058,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,8,0,12,0,12,0,12,30,20,4,8,41,22,46,25,79,41,417,78,276,69,91,39,68,29,1400000US08005006712,"Census Tract 67.12, Arapahoe County, Colorado"
1371,137,19,20,0,12,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,26,216,90,43,35,27,28,122,58,28,37,549,105,263,81,47,30,25,20,1400000US08005006713,"Census Tract 67.13, Arapahoe County, Colorado"
3736,149,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,25,27,128,111,0,17,52,44,306,107,137,67,1612,177,832,127,463,107,181,91,1400000US08005006808,"Census Tract 68.08, Arapahoe County, Colorado"
3092,217,17,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,46,0,12,12,20,83,77,9,14,33,54,0,12,302,144,0,12,107,59,450,150,201,99,1070,163,597,157,112,57,64,54,1400000US08005006815,"Census Tract 68.15, Arapahoe County, Colorado"
1937,150,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,13,22,0,12,32,30,211,93,27,34,123,74,251,116,122,85,787,139,222,74,122,56,17,20,1400000US08005006854,"Census Tract 68.54, Arapahoe County, Colorado"
3716,178,35,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,9,14,0,17,0,17,1,2,0,17,0,17,0,17,218,85,84,62,83,50,406,162,197,67,1364,179,839,158,298,102,182,76,1400000US08005006855,"Census Tract 68.55, Arapahoe County, Colorado"
6427,719,15,30,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,30,25,32,10,21,155,75,23,42,159,154,42,46,812,248,235,116,333,158,1205,284,435,203,1830,270,929,275,91,72,113,82,1400000US08005006856,"Census Tract 68.56, Arapahoe County, Colorado"
1638,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,5,7,12,13,86,42,9,15,38,26,138,59,36,25,658,86,337,63,226,75,85,35,1400000US08005006857,"Census Tract 68.57, Arapahoe County, Colorado"
3840,340,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,7,0,17,0,17,0,17,0,17,323,159,60,81,54,46,602,242,154,88,1634,319,726,194,229,131,52,49,1400000US08005006858,"Census Tract 68.58, Arapahoe County, Colorado"
4065,236,57,41,0,17,0,17,0,17,0,17,7,10,0,17,0,17,0,17,0,17,0,17,60,35,7,12,52,36,100,54,1360,201,167,77,456,115,627,138,360,102,616,127,106,52,64,46,26,31,1400000US08005007101,"Census Tract 71.01, Arapahoe County, Colorado"
1263,68,12,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,8,5,9,22,21,28,24,42,21,321,66,44,26,91,39,226,53,82,33,259,70,106,34,13,14,6,9,1400000US08005007103,"Census Tract 71.03, Arapahoe County, Colorado"
3103,213,15,25,0,17,0,17,0,17,0,17,0,17,0,17,13,20,16,21,0,17,13,18,0,17,16,25,8,15,21,23,484,145,174,106,257,96,659,182,252,101,799,155,329,118,20,22,27,29,1400000US08005007104,"Census Tract 71.04, Arapahoe County, Colorado"
4449,311,13,20,0,17,0,17,0,17,0,17,37,61,35,55,0,17,94,81,28,41,0,17,21,23,12,17,54,74,98,67,1028,221,195,167,247,98,822,244,571,126,818,191,335,115,41,36,0,17,1400000US08005007105,"Census Tract 71.05, Arapahoe County, Colorado"
3687,218,28,41,5,9,0,17,0,17,0,17,0,17,0,17,0,17,20,33,0,17,0,17,0,17,0,17,0,17,12,18,397,126,83,63,229,86,657,166,332,101,1179,195,508,129,130,57,107,77,1400000US08005007106,"Census Tract 71.06, Arapahoe County, Colorado"
6600,332,0,19,0,19,0,19,0,19,0,19,0,19,0,19,7,14,13,22,0,19,0,19,33,54,22,36,16,34,26,42,1006,266,93,71,317,123,822,221,808,224,2050,311,1139,219,147,80,101,67,1400000US08005007107,"Census Tract 71.07, Arapahoe County, Colorado"
2358,304,101,79,0,12,0,12,18,27,25,30,8,17,0,12,18,20,111,63,0,12,24,37,72,59,55,52,101,81,93,59,631,161,72,56,138,68,350,114,183,94,261,89,43,35,9,15,45,42,1400000US08005007201,"Census Tract 72.01, Arapahoe County, Colorado"
2379,194,107,86,0,12,0,12,0,12,0,12,11,26,13,19,8,21,53,63,45,72,26,29,54,50,72,64,41,37,92,61,736,181,121,59,133,68,297,125,129,68,282,108,126,94,23,37,10,16,1400000US08005007202,"Census Tract 72.02, Arapahoe County, Colorado"
1583,174,37,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,28,0,12,0,12,13,21,27,27,52,41,6,9,514,126,93,59,89,45,230,79,122,91,222,89,110,40,22,20,24,20,1400000US08005007301,"Census Tract 73.01, Arapahoe County, Colorado"
3099,372,121,92,0,17,9,15,0,17,19,29,62,56,16,25,73,58,257,180,29,26,38,41,67,51,138,97,29,27,51,47,1108,313,70,58,140,66,354,152,306,127,182,80,13,18,8,12,9,14,1400000US08005007302,"Census Tract 73.02, Arapahoe County, Colorado"
3271,267,6,10,0,17,0,17,6,17,0,17,14,21,5,12,10,17,221,113,54,47,106,89,169,79,127,104,33,36,47,50,804,252,191,130,148,82,370,126,381,119,418,116,156,77,5,8,0,17,1400000US08005007400,"Census Tract 74, Arapahoe County, Colorado"
1746,181,75,59,0,12,0,12,52,84,19,29,13,20,0,12,16,24,48,41,7,10,6,9,20,20,54,46,31,25,24,20,609,155,100,74,61,46,188,77,122,56,202,74,90,46,0,12,9,12,1400000US08005007500,"Census Tract 75, Arapahoe County, Colorado"
2390,307,110,67,0,12,0,12,17,27,0,12,0,12,37,45,5,9,141,118,30,34,24,30,144,96,84,64,16,29,27,25,581,150,299,155,79,44,357,102,166,79,192,94,47,32,15,24,19,20,1400000US08005007600,"Census Tract 76, Arapahoe County, Colorado"
2629,205,74,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,85,105,40,61,7,11,74,65,23,25,118,140,60,52,597,158,128,70,220,89,317,132,400,167,382,170,80,43,16,19,8,13,1400000US08005007702,"Census Tract 77.02, Arapahoe County, Colorado"
2891,276,59,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,21,0,12,101,95,68,64,85,88,70,65,10,15,567,142,146,86,209,78,650,245,222,96,411,112,231,107,20,23,19,21,1400000US08005007703,"Census Tract 77.03, Arapahoe County, Colorado"
3405,370,85,82,0,17,0,17,0,17,0,17,0,17,0,17,0,17,166,99,41,61,38,43,6,10,138,122,87,73,79,48,814,291,125,71,162,65,552,135,397,130,613,196,90,39,0,17,12,18,1400000US08005007704,"Census Tract 77.04, Arapahoe County, Colorado"
2107,129,24,30,0,12,24,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,14,0,12,20,22,289,89,0,12,78,46,251,82,65,51,709,123,443,96,144,83,50,39,1400000US08005015100,"Census Tract 151, Arapahoe County, Colorado"
2416,256,109,79,0,12,0,12,0,12,0,12,0,12,0,12,27,44,18,26,0,12,45,52,17,20,33,52,68,58,70,53,645,180,139,81,181,73,398,142,190,94,311,125,138,71,8,12,19,21,1400000US08005080000,"Census Tract 800, Arapahoe County, Colorado"
2980,198,101,74,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,28,34,51,54,45,34,91,75,71,43,767,180,118,59,193,108,456,191,290,116,447,148,219,93,56,47,39,35,1400000US08005080100,"Census Tract 801, Arapahoe County, Colorado"
4450,330,101,65,0,17,0,17,0,17,0,17,0,17,30,33,0,17,91,103,12,14,12,23,88,96,57,50,19,24,106,85,952,253,113,69,251,118,617,165,380,116,924,190,560,141,62,42,75,71,1400000US08005080200,"Census Tract 802, Arapahoe County, Colorado"
3968,247,15,24,0,17,0,17,0,17,0,17,0,17,0,17,33,54,16,25,0,17,19,26,43,58,0,17,7,11,12,19,731,251,108,86,174,79,540,195,329,147,1211,223,629,190,20,25,81,65,1400000US08005080300,"Census Tract 803, Arapahoe County, Colorado"
3578,266,37,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,41,0,12,0,12,32,51,51,50,564,135,60,41,257,90,607,152,361,108,1038,242,432,106,92,47,21,23,1400000US08005080400,"Census Tract 804, Arapahoe County, Colorado"
2802,189,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,21,436,117,172,107,220,92,432,116,396,135,608,117,414,113,70,46,37,30,1400000US08005080500,"Census Tract 805, Arapahoe County, Colorado"
2628,340,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,62,84,45,30,31,29,540,165,110,56,224,89,499,179,259,96,613,142,212,85,33,30,0,12,1400000US08005080600,"Census Tract 806, Arapahoe County, Colorado"
3774,261,25,26,0,17,0,17,17,30,0,17,0,17,0,17,0,17,97,63,0,17,31,42,119,89,12,15,93,83,42,38,880,187,134,89,296,121,640,178,268,135,602,153,392,187,44,34,82,49,1400000US08005080700,"Census Tract 807, Arapahoe County, Colorado"
2036,179,69,52,6,8,0,12,0,12,0,12,0,12,0,12,34,46,81,66,90,92,81,55,74,57,116,109,68,58,45,35,513,120,62,49,68,34,169,70,191,77,251,84,90,38,28,28,0,12,1400000US08005080800,"Census Tract 808, Arapahoe County, Colorado"
2979,278,159,138,0,12,0,12,0,12,22,36,95,94,23,31,0,12,118,70,37,54,33,39,129,97,16,21,88,77,69,68,652,210,89,59,98,60,517,194,198,78,527,173,95,78,7,11,7,11,1400000US08005080900,"Census Tract 809, Arapahoe County, Colorado"
3515,347,83,86,0,17,0,17,0,17,0,17,0,17,0,17,42,67,24,45,0,17,35,53,190,161,208,162,180,115,70,46,654,199,186,100,137,66,598,142,301,134,567,208,176,91,64,67,0,17,1400000US08005081000,"Census Tract 810, Arapahoe County, Colorado"
3928,418,80,103,0,17,0,17,0,17,0,17,16,27,0,17,0,17,0,17,0,17,31,34,61,81,33,38,148,108,135,95,1047,352,123,85,267,159,656,268,430,164,538,168,318,160,32,36,13,20,1400000US08005081100,"Census Tract 811, Arapahoe County, Colorado"
3488,358,107,129,0,17,0,17,0,17,0,17,21,32,0,17,0,17,135,98,0,17,27,42,43,69,100,85,65,74,28,29,1213,363,62,46,138,72,594,185,318,124,457,122,159,93,21,23,0,17,1400000US08005081200,"Census Tract 812, Arapahoe County, Colorado"
1992,184,59,64,0,12,0,12,0,12,0,12,0,12,19,34,0,12,57,105,0,12,44,47,74,84,14,19,29,31,12,23,624,146,71,49,112,65,301,83,233,89,225,96,90,52,7,10,21,24,1400000US08005081300,"Census Tract 813, Arapahoe County, Colorado"
3141,226,86,63,0,12,0,12,0,12,0,12,2,7,13,21,0,12,3,7,0,12,45,50,20,25,0,12,21,22,28,25,863,172,63,38,134,60,471,115,313,106,707,136,329,113,0,12,43,31,1400000US08005081400,"Census Tract 814, Arapahoe County, Colorado"
2887,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,43,51,34,38,688,188,82,51,215,90,461,112,124,67,762,173,305,127,80,60,79,56,1400000US08005081500,"Census Tract 815, Arapahoe County, Colorado"
3696,308,66,55,0,17,0,17,0,17,0,17,7,17,0,17,0,17,18,34,8,17,26,37,42,48,30,29,10,16,35,32,1100,249,126,89,280,91,414,108,489,150,785,173,176,79,51,48,33,26,1400000US08005081600,"Census Tract 816, Arapahoe County, Colorado"
1967,70,16,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,16,0,12,7,11,5,8,15,21,165,81,12,12,74,41,167,56,188,66,762,85,356,72,105,39,79,39,1400000US08005081700,"Census Tract 817, Arapahoe County, Colorado"
3592,357,0,17,0,17,0,17,0,17,25,28,55,84,3,7,75,69,202,120,31,49,32,50,152,91,183,109,200,138,175,73,1210,240,229,102,207,111,297,128,113,73,260,122,99,52,13,20,31,39,1400000US08005081800,"Census Tract 818, Arapahoe County, Colorado"
4574,424,434,539,24,39,0,17,0,17,45,73,2,16,0,17,0,17,103,79,0,17,136,129,13,25,59,69,194,185,92,88,1672,436,223,117,337,125,640,196,175,122,319,201,106,70,0,17,0,17,1400000US08005081900,"Census Tract 819, Arapahoe County, Colorado"
2412,219,63,55,0,12,0,12,20,34,0,12,0,12,0,12,0,12,73,89,0,12,0,12,69,78,19,22,0,12,116,100,525,152,94,64,172,77,446,133,215,106,394,121,194,88,12,20,0,12,1400000US08005082000,"Census Tract 820, Arapahoe County, Colorado"
4687,492,183,165,0,17,0,17,0,17,36,55,9,17,0,17,76,127,0,17,0,17,31,48,39,45,77,78,59,55,14,22,1182,373,269,158,255,113,905,320,372,157,867,246,228,102,39,44,46,52,1400000US08005082100,"Census Tract 821, Arapahoe County, Colorado"
4022,443,150,146,0,17,0,17,0,17,0,17,0,17,0,17,0,17,41,73,0,17,0,17,45,73,21,37,69,83,36,42,839,303,212,140,198,95,955,318,586,263,597,177,241,146,0,17,32,43,1400000US08005082200,"Census Tract 822, Arapahoe County, Colorado"
2674,257,109,120,0,12,0,12,0,12,0,12,33,39,10,15,0,12,35,40,57,47,9,14,0,12,0,12,44,52,43,38,739,186,157,89,186,95,410,118,292,100,375,118,160,80,0,12,15,26,1400000US08005082300,"Census Tract 823, Arapahoe County, Colorado"
2795,283,35,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,57,74,0,12,147,71,55,58,22,25,46,52,838,179,176,94,168,74,375,127,272,105,447,159,102,47,18,17,32,33,1400000US08005082400,"Census Tract 824, Arapahoe County, Colorado"
1612,113,45,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,28,0,12,12,16,13,14,8,12,0,12,54,42,354,81,102,50,213,59,218,60,158,60,237,55,130,54,12,13,25,25,1400000US08005082500,"Census Tract 825, Arapahoe County, Colorado"
