B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M,GEO_ID,NAME
2754,282,2097,323,2000,322,33,41,14,21,0,12,0,12,13,20,37,46,0,12,37,46,657,237,327,161,0,12,15,23,0,12,0,12,192,145,123,145,123,145,0,12,1400000US08005005552,"Census Tract 55.52, Arapahoe County, Colorado"
4199,367,2993,311,2897,320,45,73,0,12,12,20,0,12,0,12,39,31,0,12,39,31,1206,394,920,380,0,12,0,12,0,12,0,12,234,138,52,53,41,50,11,17,1400000US08005005553,"Census Tract 55.53, Arapahoe County, Colorado"
5338,338,4715,286,4336,290,50,51,14,22,232,224,0,17,0,17,83,72,0,17,83,72,623,285,544,274,27,39,0,17,0,17,0,17,52,52,0,17,0,17,0,17,1400000US08005005611,"Census Tract 56.11, Arapahoe County, Colorado"
3789,285,3097,268,2983,260,37,49,0,12,55,82,0,12,0,12,22,38,0,12,22,38,692,171,593,193,0,12,0,12,0,12,0,12,76,72,23,26,12,18,11,18,1400000US08005005612,"Census Tract 56.12, Arapahoe County, Colorado"
3212,161,2857,253,2667,238,42,71,29,44,31,30,0,12,0,12,88,83,0,12,88,83,355,192,222,110,0,12,0,12,0,12,0,12,133,156,0,12,0,12,0,12,1400000US08005005614,"Census Tract 56.14, Arapahoe County, Colorado"
5102,347,4309,238,4012,280,0,17,88,91,99,91,0,17,0,17,110,71,0,17,110,71,793,250,684,246,0,17,9,14,0,17,0,17,46,34,54,35,44,35,10,16,1400000US08005005619,"Census Tract 56.19, Arapahoe County, Colorado"
3152,319,2569,282,2317,269,29,30,0,12,109,73,0,12,8,13,106,79,0,12,106,79,583,291,520,291,0,12,0,12,21,30,0,12,32,34,10,15,0,12,10,15,1400000US08005005620,"Census Tract 56.20, Arapahoe County, Colorado"
2774,296,2621,288,2427,262,0,12,0,12,49,52,0,12,0,12,145,103,0,12,145,103,153,84,148,83,0,12,0,12,0,12,0,12,5,10,0,12,0,12,0,12,1400000US08005005621,"Census Tract 56.21, Arapahoe County, Colorado"
2631,202,2468,223,2419,221,6,14,0,12,21,20,0,12,0,12,22,19,0,12,22,19,163,121,79,44,0,12,0,12,0,12,0,12,84,116,0,12,0,12,0,12,1400000US08005005622,"Census Tract 56.22, Arapahoe County, Colorado"
4394,275,4191,320,4076,327,14,18,9,14,47,35,0,12,0,12,45,38,0,12,45,38,203,105,157,103,0,12,0,12,0,12,0,12,46,42,0,12,0,12,0,12,1400000US08005005623,"Census Tract 56.23, Arapahoe County, Colorado"
2443,132,2288,149,2191,155,26,22,0,12,71,56,0,12,0,12,0,12,0,12,0,12,155,85,80,52,0,12,0,12,0,12,0,12,0,12,75,56,6,8,69,55,1400000US08005005624,"Census Tract 56.24, Arapahoe County, Colorado"
3541,212,3135,281,3048,293,0,12,0,12,48,37,3,8,0,12,36,31,0,12,36,31,406,189,212,166,0,12,0,12,0,12,0,12,65,50,129,96,85,75,44,66,1400000US08005005625,"Census Tract 56.25, Arapahoe County, Colorado"
3845,250,3569,298,3297,268,1,5,0,12,133,108,0,12,28,43,110,68,0,12,110,68,276,193,252,192,0,12,0,12,0,12,0,12,24,25,0,12,0,12,0,12,1400000US08005005626,"Census Tract 56.26, Arapahoe County, Colorado"
4783,259,4641,272,4446,237,86,129,0,12,30,23,0,12,0,12,79,43,0,12,79,43,142,73,142,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08005005627,"Census Tract 56.27, Arapahoe County, Colorado"
5859,268,5339,221,5279,227,37,38,6,10,0,17,0,17,0,17,17,27,0,17,17,27,520,187,427,222,0,17,0,17,0,17,0,17,93,110,0,17,0,17,0,17,1400000US08005005628,"Census Tract 56.28, Arapahoe County, Colorado"
2483,118,2433,113,2277,132,24,37,0,12,82,80,0,12,0,12,50,38,5,8,45,39,50,39,40,37,0,12,0,12,0,12,0,12,0,12,10,15,0,12,10,15,1400000US08005005629,"Census Tract 56.29, Arapahoe County, Colorado"
5824,457,5196,362,4950,379,61,77,40,54,38,43,0,17,0,17,107,87,0,17,107,87,628,314,313,257,61,102,0,17,0,17,0,17,215,185,39,49,24,38,15,29,1400000US08005005630,"Census Tract 56.30, Arapahoe County, Colorado"
3324,201,3069,275,2742,261,43,43,0,12,33,33,0,12,15,22,236,134,16,25,220,132,255,155,200,155,8,12,0,12,0,12,0,12,33,39,14,20,14,20,0,12,1400000US08005005631,"Census Tract 56.31, Arapahoe County, Colorado"
3416,204,3068,226,2848,231,15,23,0,12,71,48,0,12,14,23,120,91,0,12,120,91,348,180,336,179,0,12,0,12,0,12,0,12,0,12,12,17,0,12,12,17,1400000US08005005632,"Census Tract 56.32, Arapahoe County, Colorado"
3222,148,3062,161,2912,176,11,17,0,12,96,76,0,12,0,12,43,40,0,12,43,40,160,99,116,95,0,12,0,12,0,12,0,12,11,17,33,37,33,37,0,12,1400000US08005005633,"Census Tract 56.33, Arapahoe County, Colorado"
3309,229,3128,226,2957,200,0,12,45,39,126,88,0,12,0,12,0,12,0,12,0,12,181,84,155,75,0,12,6,11,0,12,0,12,20,30,0,12,0,12,0,12,1400000US08005005634,"Census Tract 56.34, Arapahoe County, Colorado"
4989,261,4752,284,4312,305,155,150,29,35,173,153,23,27,0,12,60,64,0,12,60,64,237,103,197,90,0,12,0,12,0,12,0,12,40,53,0,12,0,12,0,12,1400000US08005005635,"Census Tract 56.35, Arapahoe County, Colorado"
1833,145,1666,165,1611,176,0,12,17,23,33,27,0,12,0,12,5,8,0,12,5,8,167,85,126,76,0,12,0,12,0,12,0,12,0,12,41,57,0,12,41,57,1400000US08005005636,"Census Tract 56.36, Arapahoe County, Colorado"
3927,315,3183,296,2889,294,172,134,39,39,83,63,0,12,0,12,0,12,0,12,0,12,744,203,307,210,0,12,13,21,0,12,0,12,412,164,12,20,0,12,12,20,1400000US08005005700,"Census Tract 57, Arapahoe County, Colorado"
2837,268,2578,289,2479,282,38,62,10,16,24,27,0,12,0,12,27,31,17,27,10,15,259,123,146,93,0,12,0,12,0,12,0,12,15,18,98,83,8,13,90,81,1400000US08005005800,"Census Tract 58, Arapahoe County, Colorado"
4509,380,4273,319,3902,305,252,180,0,12,37,43,0,12,0,12,82,71,0,12,82,71,236,150,169,132,0,12,0,12,0,12,0,12,67,75,0,12,0,12,0,12,1400000US08005005951,"Census Tract 59.51, Arapahoe County, Colorado"
3758,322,3352,328,3028,319,44,38,0,12,87,90,0,12,0,12,193,148,0,12,193,148,406,210,272,176,26,40,0,12,0,12,0,12,57,55,51,46,25,20,26,40,1400000US08005005952,"Census Tract 59.52, Arapahoe County, Colorado"
2683,239,2458,259,2250,236,21,23,57,75,0,12,0,12,0,12,130,58,24,39,106,58,225,119,146,90,0,12,27,43,0,12,0,12,27,31,25,42,12,20,13,22,1400000US08005006000,"Census Tract 60, Arapahoe County, Colorado"
3391,300,2906,319,2556,384,252,149,0,12,19,21,0,12,0,12,79,61,0,12,79,61,485,237,361,222,0,12,34,30,0,12,0,12,90,70,0,12,0,12,0,12,1400000US08005006100,"Census Tract 61, Arapahoe County, Colorado"
3518,346,2789,269,2523,247,60,59,0,12,34,29,0,12,0,12,172,117,0,12,172,117,729,265,626,267,0,12,0,12,0,12,0,12,38,41,65,72,0,12,65,72,1400000US08005006200,"Census Tract 62, Arapahoe County, Colorado"
2601,198,2316,204,2185,206,3,16,17,26,19,22,0,12,0,12,92,67,0,12,92,67,285,182,202,153,0,12,0,12,20,32,0,12,25,29,38,60,38,60,0,12,1400000US08005006300,"Census Tract 63, Arapahoe County, Colorado"
3357,423,2238,228,2145,227,23,30,30,38,33,35,0,12,0,12,7,11,0,12,7,11,1119,406,476,171,0,12,0,12,0,12,0,12,643,405,0,12,0,12,0,12,1400000US08005006400,"Census Tract 64, Arapahoe County, Colorado"
2276,254,2009,272,1781,231,56,58,0,12,83,56,0,12,0,12,89,88,0,12,89,88,267,123,153,85,0,12,34,30,0,12,0,12,43,41,37,35,16,25,21,23,1400000US08005006501,"Census Tract 65.01, Arapahoe County, Colorado"
3523,218,3169,215,3081,215,22,34,0,12,0,12,12,18,0,12,54,45,21,33,33,35,354,157,282,165,0,12,12,19,13,20,0,12,37,55,10,16,0,12,10,16,1400000US08005006502,"Census Tract 65.02, Arapahoe County, Colorado"
5830,482,4003,482,3232,410,407,330,0,17,268,294,0,17,0,17,96,94,0,17,96,94,1827,507,1336,417,0,17,33,57,0,17,0,17,412,314,46,53,46,53,0,17,1400000US08005006601,"Census Tract 66.01, Arapahoe County, Colorado"
3310,210,2854,256,2507,259,0,12,0,12,139,88,0,12,0,12,208,143,11,17,197,143,456,177,384,170,14,22,0,12,13,20,0,12,45,59,0,12,0,12,0,12,1400000US08005006603,"Census Tract 66.03, Arapahoe County, Colorado"
4544,425,3536,403,3099,245,221,306,69,78,91,61,0,12,0,12,56,50,0,12,56,50,1008,315,693,329,0,12,132,183,0,12,0,12,86,100,97,83,14,23,83,82,1400000US08005006604,"Census Tract 66.04, Arapahoe County, Colorado"
4613,145,4442,169,4289,192,0,12,35,63,107,97,0,12,0,12,11,17,0,12,11,17,171,100,152,97,0,12,0,12,0,12,0,12,0,12,19,29,0,12,19,29,1400000US08005006704,"Census Tract 67.04, Arapahoe County, Colorado"
2034,147,2034,147,1958,165,17,21,0,12,26,29,0,12,0,12,33,36,0,12,33,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08005006705,"Census Tract 67.05, Arapahoe County, Colorado"
5262,272,4827,304,4114,354,0,17,0,17,459,277,0,17,141,203,113,106,47,73,66,75,435,163,303,133,0,17,13,22,0,17,0,17,97,124,22,34,0,17,22,34,1400000US08005006706,"Census Tract 67.06, Arapahoe County, Colorado"
5143,288,4724,266,4127,301,191,177,0,17,318,161,12,21,11,21,65,54,0,17,65,54,419,141,332,138,7,12,35,37,0,17,0,17,0,17,45,33,17,20,28,29,1400000US08005006707,"Census Tract 67.07, Arapahoe County, Colorado"
5058,229,4788,233,4332,272,59,88,0,17,186,84,0,17,18,27,193,103,0,17,193,103,270,142,231,138,0,17,0,17,0,17,0,17,9,14,30,34,11,17,19,30,1400000US08005006708,"Census Tract 67.08, Arapahoe County, Colorado"
5327,302,5086,326,4567,312,32,35,138,117,285,183,0,17,0,17,64,68,0,17,64,68,241,138,140,106,11,19,21,35,0,17,0,17,55,55,14,25,0,17,14,25,1400000US08005006709,"Census Tract 67.09, Arapahoe County, Colorado"
4225,282,3985,311,3597,284,20,30,39,47,172,114,0,12,0,12,157,138,0,12,157,138,240,125,202,137,0,12,0,12,0,12,0,12,38,58,0,12,0,12,0,12,1400000US08005006711,"Census Tract 67.11, Arapahoe County, Colorado"
1402,120,1399,122,1268,126,0,12,0,12,114,65,0,12,0,12,17,25,0,12,17,25,3,6,3,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1400000US08005006712,"Census Tract 67.12, Arapahoe County, Colorado"
1806,164,1646,173,977,138,45,30,20,30,510,156,8,14,8,11,78,58,6,10,72,61,160,62,92,55,7,9,0,12,0,12,0,12,42,29,19,30,19,30,0,12,1400000US08005006713,"Census Tract 67.13, Arapahoe County, Colorado"
5839,240,5597,266,5010,274,0,17,7,12,347,118,0,17,0,17,233,142,0,17,233,142,242,113,221,113,9,14,0,17,0,17,0,17,0,17,12,21,0,17,12,21,1400000US08005006808,"Census Tract 68.08, Arapahoe County, Colorado"
4728,312,4042,269,2994,317,192,172,63,113,651,246,0,12,11,17,131,83,39,45,92,71,686,165,383,227,21,25,14,24,30,55,0,12,238,265,0,12,0,12,0,12,1400000US08005006815,"Census Tract 68.15, Arapahoe County, Colorado"
3097,226,2625,247,1859,233,174,124,0,12,440,154,28,45,0,12,124,109,62,89,62,64,472,192,346,192,9,14,13,20,0,12,0,12,0,12,104,86,38,56,66,67,1400000US08005006854,"Census Tract 68.54, Arapahoe County, Colorado"
5806,282,5566,325,4221,323,13,21,0,17,1232,215,0,17,0,17,100,68,0,17,100,68,240,126,147,87,11,18,0,17,0,17,0,17,82,88,0,17,0,17,0,17,1400000US08005006855,"Census Tract 68.55, Arapahoe County, Colorado"
9231,1024,6963,683,5266,644,630,295,0,17,812,231,2,4,0,17,253,155,0,17,253,155,2268,772,1300,616,0,17,11,21,246,381,26,43,475,317,210,137,145,121,65,62,1400000US08005006856,"Census Tract 68.56, Arapahoe County, Colorado"
2238,120,2104,117,1812,141,22,23,6,10,140,73,0,12,33,31,91,71,0,12,91,71,134,61,73,42,0,12,8,12,0,12,0,12,25,36,28,22,7,10,21,20,1400000US08005006857,"Census Tract 68.57, Arapahoe County, Colorado"
5147,467,4693,518,3387,477,207,194,0,17,1018,376,0,17,0,17,81,80,39,65,42,44,454,254,259,147,38,43,0,17,17,26,0,17,140,190,0,17,0,17,0,17,1400000US08005006858,"Census Tract 68.58, Arapahoe County, Colorado"
5726,398,4904,386,4724,396,20,29,87,55,16,15,0,17,0,17,57,35,9,14,48,32,822,336,541,272,0,17,66,91,0,17,0,17,208,201,7,11,0,17,7,11,1400000US08005007101,"Census Tract 71.01, Arapahoe County, Colorado"
1716,111,1517,145,1439,149,23,22,11,13,0,12,0,12,0,12,44,43,0,12,44,43,199,121,64,56,0,12,16,17,0,12,0,12,62,43,57,62,50,61,7,11,1400000US08005007103,"Census Tract 71.03, Arapahoe County, Colorado"
5898,492,4336,416,2872,387,941,201,0,17,184,86,14,18,29,46,296,232,0,17,296,232,1562,238,982,257,9,15,0,17,0,17,0,17,329,206,242,126,86,80,156,118,1400000US08005007104,"Census Tract 71.04, Arapahoe County, Colorado"
7006,508,4822,444,3438,297,784,282,13,24,240,143,7,13,12,19,328,158,0,17,328,158,2184,442,641,349,10,16,23,39,0,17,0,17,1397,468,113,54,79,54,34,29,1400000US08005007105,"Census Tract 71.05, Arapahoe County, Colorado"
6180,319,5637,384,4004,328,781,296,11,18,475,147,53,46,0,17,313,194,13,19,300,184,543,184,386,176,0,17,0,17,0,17,0,17,133,105,24,38,24,38,0,17,1400000US08005007106,"Census Tract 71.06, Arapahoe County, Colorado"
11605,717,10470,702,7775,594,1044,149,10,20,919,322,63,103,0,19,659,304,0,19,659,304,1135,236,800,277,0,19,32,51,0,19,0,19,236,151,67,90,0,19,67,90,1400000US08005007107,"Census Tract 71.07, Arapahoe County, Colorado"
4083,489,2079,358,1026,277,523,147,55,57,337,224,0,12,0,12,138,104,0,12,138,104,2004,457,923,378,16,25,16,24,0,12,0,12,916,370,133,129,23,25,110,128,1400000US08005007201,"Census Tract 72.01, Arapahoe County, Colorado"
4218,600,2199,647,1005,210,614,599,85,77,362,266,0,12,0,12,133,105,8,11,125,104,2019,400,1325,349,30,45,9,15,0,12,0,12,526,277,129,115,71,98,58,58,1400000US08005007202,"Census Tract 72.02, Arapahoe County, Colorado"
2278,322,1451,351,579,125,567,232,0,12,195,155,0,12,1,2,109,78,0,12,109,78,827,277,362,178,14,23,0,12,0,12,0,12,366,181,85,111,72,109,13,21,1400000US08005007301,"Census Tract 73.01, Arapahoe County, Colorado"
5121,513,2054,329,779,196,745,242,149,164,315,228,0,17,0,17,66,50,0,17,66,50,3067,557,1431,438,59,65,153,206,0,17,0,17,1394,436,30,49,30,49,0,17,1400000US08005007302,"Census Tract 73.02, Arapahoe County, Colorado"
5386,441,2107,340,1321,187,490,155,0,17,156,176,3,6,0,17,137,96,0,17,137,96,3279,408,1463,455,22,32,4,13,0,17,8,13,1716,422,66,74,0,17,66,74,1400000US08005007400,"Census Tract 74, Arapahoe County, Colorado"
2559,315,1132,139,838,88,171,94,0,12,84,86,0,12,0,12,39,34,0,12,39,34,1427,327,511,242,0,12,0,12,0,12,0,12,699,325,217,188,35,43,182,183,1400000US08005007500,"Census Tract 75, Arapahoe County, Colorado"
3721,489,1819,256,793,208,600,181,0,12,206,113,189,197,0,12,31,26,10,15,21,22,1902,488,847,344,31,39,125,196,0,12,0,12,884,406,15,13,15,13,0,12,1400000US08005007600,"Census Tract 76, Arapahoe County, Colorado"
4199,467,2143,268,1298,190,635,204,16,24,118,125,31,40,0,12,45,45,13,22,32,37,2056,514,1040,344,26,43,80,87,0,12,0,12,885,607,25,27,25,27,0,12,1400000US08005007702,"Census Tract 77.02, Arapahoe County, Colorado"
4614,548,2838,338,1332,288,1270,382,41,46,32,40,13,21,0,12,150,94,0,12,150,94,1776,566,1351,597,0,12,16,23,0,12,0,12,409,165,0,12,0,12,0,12,1400000US08005007703,"Census Tract 77.03, Arapahoe County, Colorado"
5100,507,3314,424,1286,261,1702,416,32,47,58,56,36,55,0,17,200,106,0,17,200,106,1786,479,390,219,51,80,178,278,0,17,0,17,1007,453,160,127,110,104,50,61,1400000US08005007704,"Census Tract 77.04, Arapahoe County, Colorado"
2835,159,2709,152,2580,134,34,47,0,12,62,48,0,12,0,12,33,30,0,12,33,30,126,90,83,61,0,12,0,12,0,12,0,12,8,18,35,55,0,12,35,55,1400000US08005015100,"Census Tract 151, Arapahoe County, Colorado"
3834,359,2727,415,1368,281,1033,331,0,12,258,159,0,12,23,36,45,55,17,27,28,45,1107,292,734,301,0,12,0,12,0,12,0,12,373,264,0,12,0,12,0,12,1400000US08005080000,"Census Tract 800, Arapahoe County, Colorado"
4051,319,3227,333,1663,253,1327,354,0,12,174,109,0,12,0,12,63,74,0,12,63,74,824,184,321,150,19,22,23,28,0,12,0,12,342,205,119,94,66,94,53,55,1400000US08005080100,"Census Tract 801, Arapahoe County, Colorado"
6439,525,5063,369,3126,354,1213,195,0,17,494,127,0,17,0,17,230,188,0,17,230,188,1376,450,969,395,0,17,0,17,0,17,0,17,316,227,91,149,91,149,0,17,1400000US08005080200,"Census Tract 802, Arapahoe County, Colorado"
5626,436,4769,601,3428,617,599,285,0,17,427,169,0,17,12,18,303,192,0,17,303,192,857,372,175,129,173,179,0,17,0,17,0,17,479,414,30,47,0,17,30,47,1400000US08005080300,"Census Tract 803, Arapahoe County, Colorado"
4946,262,4571,288,3079,213,956,226,14,21,286,153,0,12,120,122,116,66,0,12,116,66,375,89,139,76,10,15,6,12,0,12,0,12,142,84,78,41,14,18,64,41,1400000US08005080400,"Census Tract 804, Arapahoe County, Colorado"
3496,212,3225,236,2257,253,720,213,46,54,172,100,0,12,0,12,30,24,0,12,30,24,271,160,148,111,0,12,0,12,0,12,0,12,86,109,37,45,11,18,26,40,1400000US08005080500,"Census Tract 805, Arapahoe County, Colorado"
3449,472,2500,215,1967,250,413,155,0,12,67,58,0,12,0,12,53,43,0,12,53,43,949,476,525,296,276,435,40,64,0,12,0,12,108,100,0,12,0,12,0,12,1400000US08005080600,"Census Tract 806, Arapahoe County, Colorado"
5801,413,3492,403,1821,227,869,181,10,16,564,286,0,17,0,17,228,251,0,17,228,251,2309,499,1527,498,147,144,82,112,0,17,0,17,501,317,52,66,0,17,52,66,1400000US08005080700,"Census Tract 807, Arapahoe County, Colorado"
3699,400,1968,355,907,223,621,243,9,17,70,78,18,31,63,68,280,229,0,12,280,229,1731,415,649,331,56,60,38,59,0,12,0,12,914,489,74,92,68,92,6,9,1400000US08005080800,"Census Tract 808, Arapahoe County, Colorado"
4901,394,2744,339,1448,177,1000,337,0,12,138,149,0,12,0,12,158,122,0,12,158,122,2157,371,1270,692,43,68,25,32,0,12,5,10,710,482,104,93,62,86,42,49,1400000US08005080900,"Census Tract 809, Arapahoe County, Colorado"
5741,690,4594,717,1659,376,2658,764,0,17,198,186,0,17,0,17,79,63,0,17,79,63,1147,410,991,402,0,17,0,17,0,17,0,17,143,155,13,20,13,20,0,17,1400000US08005081000,"Census Tract 810, Arapahoe County, Colorado"
6289,617,4629,609,1753,431,1981,561,228,207,328,235,66,67,0,17,273,153,0,17,273,153,1660,467,797,277,98,107,0,17,0,17,0,17,483,363,282,253,17,29,265,252,1400000US08005081100,"Census Tract 811, Arapahoe County, Colorado"
5183,622,3477,449,1485,244,1455,397,14,15,356,266,16,27,23,36,128,75,0,17,128,75,1706,513,879,462,26,40,0,17,0,17,0,17,664,496,137,135,0,17,137,135,1400000US08005081200,"Census Tract 812, Arapahoe County, Colorado"
3056,253,2040,267,1347,253,362,162,0,12,191,129,0,12,0,12,140,113,0,12,140,113,1016,233,837,226,8,13,17,28,0,12,0,12,139,153,15,24,15,24,0,12,1400000US08005081300,"Census Tract 813, Arapahoe County, Colorado"
4213,356,3531,337,2641,297,448,127,37,52,327,121,11,17,0,12,67,57,0,12,67,57,682,149,514,98,20,37,0,12,0,12,0,12,111,100,37,45,37,45,0,12,1400000US08005081400,"Census Tract 814, Arapahoe County, Colorado"
2887,175,2850,171,2648,172,91,76,17,26,41,49,26,42,0,12,27,36,0,12,27,36,37,40,20,30,0,12,0,12,0,12,0,12,17,26,0,12,0,12,0,12,1400000US08005081500,"Census Tract 815, Arapahoe County, Colorado"
5159,461,3860,246,2958,271,464,96,48,59,153,119,0,17,24,36,213,122,0,17,213,122,1299,413,666,286,49,57,36,43,0,17,0,17,528,350,20,23,20,23,0,17,1400000US08005081600,"Census Tract 816, Arapahoe County, Colorado"
2991,136,2887,139,2323,151,73,56,0,12,323,94,0,12,10,16,158,84,5,8,153,82,104,73,95,71,0,12,0,12,4,6,0,12,5,8,0,12,0,12,0,12,1400000US08005081700,"Census Tract 817, Arapahoe County, Colorado"
5708,521,2082,345,1079,282,699,176,3,6,175,98,0,17,30,50,96,73,0,17,96,73,3626,618,2466,623,74,77,0,17,27,39,0,17,1025,412,34,37,34,37,0,17,1400000US08005081800,"Census Tract 818, Arapahoe County, Colorado"
6903,696,4747,989,1863,488,1836,555,101,94,932,807,0,17,0,17,15,37,0,17,15,37,2156,727,1292,559,0,17,22,34,0,17,0,17,756,564,86,107,86,107,0,17,1400000US08005081900,"Census Tract 819, Arapahoe County, Colorado"
4413,493,2861,434,1204,223,1139,369,42,58,191,122,218,255,0,12,67,60,0,12,67,60,1552,422,749,352,12,20,19,30,123,185,0,12,582,315,67,54,29,34,38,44,1400000US08005082000,"Census Tract 820, Arapahoe County, Colorado"
7211,756,4793,961,1956,438,1688,880,0,17,557,487,41,49,47,81,504,315,16,26,488,312,2418,794,1420,629,15,38,16,27,0,17,0,17,856,486,111,141,111,141,0,17,1400000US08005082100,"Census Tract 821, Arapahoe County, Colorado"
6383,696,4571,500,2553,353,1880,414,0,17,84,71,0,17,16,27,38,81,0,17,38,81,1812,516,739,480,0,17,0,17,0,17,0,17,949,385,124,127,99,123,25,33,1400000US08005082200,"Census Tract 822, Arapahoe County, Colorado"
4157,439,2613,402,1640,351,359,192,37,39,429,289,0,12,16,27,132,103,24,27,108,91,1544,431,1142,401,0,12,11,18,0,12,0,12,338,346,53,60,53,60,0,12,1400000US08005082300,"Census Tract 823, Arapahoe County, Colorado"
4335,501,2669,377,1789,349,367,218,0,12,366,341,38,52,10,16,99,59,0,12,99,59,1666,550,937,619,33,41,0,12,0,12,0,12,696,322,0,12,0,12,0,12,1400000US08005082400,"Census Tract 824, Arapahoe County, Colorado"
2276,138,1784,118,1473,158,100,84,10,17,173,127,0,12,0,12,28,34,0,12,28,34,492,100,419,102,0,12,10,14,0,12,0,12,55,43,8,12,8,12,0,12,1400000US08005082500,"Census Tract 825, Arapahoe County, Colorado"
5556,550,4612,618,1758,369,2025,464,33,48,224,187,9,17,155,233,408,276,0,17,408,276,944,536,192,136,54,75,10,18,0,17,0,17,675,498,13,24,0,17,13,24,1400000US08005082600,"Census Tract 826, Arapahoe County, Colorado"
3606,332,2826,368,1861,358,778,475,0,12,187,132,0,12,0,12,0,12,0,12,0,12,780,301,366,223,0,12,0,12,0,12,14,26,367,268,33,42,10,17,23,29,1400000US08005082700,"Census Tract 827, Arapahoe County, Colorado"
5121,343,3861,326,2365,269,1031,262,9,13,135,99,186,120,0,17,135,89,0,17,135,89,1260,239,695,245,7,12,24,27,0,17,0,17,495,277,39,54,10,16,29,51,1400000US08005082800,"Census Tract 828, Arapahoe County, Colorado"
4893,352,3760,334,2140,232,889,274,0,12,422,140,0,12,9,16,300,146,0,12,300,146,1133,331,540,232,0,12,51,87,0,12,0,12,324,239,218,149,156,138,62,61,1400000US08005082900,"Census Tract 829, Arapahoe County, Colorado"
3750,276,3122,302,1559,239,493,173,0,12,725,209,0,12,261,290,84,83,0,12,84,83,628,165,533,166,0,12,0,12,16,26,0,12,79,71,0,12,0,12,0,12,1400000US08005083000,"Census Tract 830, Arapahoe County, Colorado"
6928,509,5368,443,2876,339,1210,224,20,30,1055,246,0,17,0,17,207,108,0,17,207,108,1560,399,927,377,0,17,0,17,20,32,0,17,287,232,326,266,244,248,82,88,1400000US08005083100,"Census Tract 831, Arapahoe County, Colorado"
9380,533,8072,542,5478,397,898,348,23,35,963,212,28,45,0,17,682,380,0,17,682,380,1308,320,1194,291,0,17,0,17,0,17,0,17,47,61,67,65,15,24,52,60,1400000US08005083200,"Census Tract 832, Arapahoe County, Colorado"
4456,272,3762,267,2968,281,468,166,0,12,227,150,0,12,0,12,99,55,0,12,99,55,694,143,422,155,71,104,12,20,0,12,0,12,78,63,111,144,34,40,77,115,1400000US08005083300,"Census Tract 833, Arapahoe County, Colorado"
7275,377,6173,455,3989,306,1300,302,49,54,572,93,0,17,0,17,263,125,0,17,263,125,1102,385,798,411,0,17,0,17,0,17,0,17,223,131,81,122,0,17,81,122,1400000US08005083400,"Census Tract 834, Arapahoe County, Colorado"
6461,479,4671,397,2383,282,1200,357,7,11,421,136,0,17,103,120,557,233,44,69,513,238,1790,480,1094,509,8,12,0,17,21,38,0,17,485,289,182,130,135,113,47,55,1400000US08005083500,"Census Tract 835, Arapahoe County, Colorado"
3758,409,2899,286,2264,277,303,206,0,12,220,126,0,12,0,12,112,64,0,12,112,64,859,394,510,332,22,35,0,12,0,12,0,12,279,233,48,53,24,24,24,44,1400000US08005083600,"Census Tract 836, Arapahoe County, Colorado"
4518,407,4211,438,3027,447,315,267,41,50,718,193,0,12,0,12,110,101,8,14,102,99,307,132,228,109,23,35,0,12,13,21,0,12,6,14,37,46,14,22,23,26,1400000US08005083700,"Census Tract 837, Arapahoe County, Colorado"
2892,214,2377,259,1682,226,511,164,4,5,42,39,0,12,0,12,138,137,0,12,138,137,515,193,267,154,21,25,0,12,2,4,0,12,202,179,23,36,0,12,23,36,1400000US08005083800,"Census Tract 838, Arapahoe County, Colorado"
3071,253,2671,233,2097,371,82,60,0,12,430,331,0,12,0,12,62,85,50,81,12,22,400,252,118,76,20,35,0,12,0,12,0,12,250,234,12,20,0,12,12,20,1400000US08005083900,"Census Tract 839, Arapahoe County, Colorado"
2640,212,2085,209,1762,153,45,39,49,69,76,52,0,12,0,12,153,88,0,12,153,88,555,139,280,163,20,29,0,12,0,12,0,12,187,136,68,78,20,30,48,71,1400000US08005084000,"Census Tract 840, Arapahoe County, Colorado"
4623,274,3949,278,2881,255,380,188,0,12,308,190,0,12,0,12,380,174,0,12,380,174,674,196,178,131,0,12,11,16,0,12,0,12,344,131,141,116,62,80,79,81,1400000US08005084100,"Census Tract 841, Arapahoe County, Colorado"
3760,319,2782,296,2214,264,379,134,0,12,69,62,0,12,0,12,120,111,0,12,120,111,978,206,552,201,29,36,23,30,0,12,0,12,194,147,180,182,99,116,81,140,1400000US08005084200,"Census Tract 842, Arapahoe County, Colorado"
